Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits,Stock_Symbol,Sentiment_Score,Title,Target
2021-02-19,932.7081388605912,954.4501576444582,931.030412526974,943.2730712890625,23403483,0.0,0.0,RELIANCE,0.2989212601829889,RELIANCE reaches new production milestone (Ref: 360),0
2021-02-22,943.1370313830363,947.6260001116775,904.5727145749872,910.5352783203125,23804335,0.0,0.0,RELIANCE,-0.6555426968465613,RELIANCE announces investment in green energy (Ref: 924),1
2021-02-23,928.6272954514131,930.8491120696507,913.0292432704871,917.4955444335938,25644108,0.0,0.0,RELIANCE,0.17895663303291054,Global oil prices impact RELIANCE refining margins (Ref: 717),1
2021-02-24,920.4654582700598,936.4489240552962,918.7197282010852,934.5218505859375,10807663,0.0,0.0,RELIANCE,0.20820983733127862,RELIANCE announces investment in green energy (Ref: 652),1
2021-02-25,941.3232777095965,975.7840397521635,939.9629623775807,972.3153076171875,34855693,0.0,0.0,RELIANCE,0.6653894883927813,New regulatory norms for energy sector impact RELIANCE (Ref: 851),0
2021-02-26,959.9139702500598,967.576928004242,938.9200542247918,945.7669067382812,37481215,0.0,0.0,RELIANCE,0.7310299467818866,Global oil prices impact RELIANCE refining margins (Ref: 579),1
2021-03-01,956.8306484903325,957.6468737146039,935.2019693603648,952.9765014648438,17680764,0.0,0.0,RELIANCE,0.06134146987518574,RELIANCE reaches new production milestone (Ref: 107),1
2021-03-02,962.1810822756376,965.8084897149365,947.263190026968,954.9261474609375,17150760,0.0,0.0,RELIANCE,-0.18515179910410073,Global oil prices impact RELIANCE refining margins (Ref: 814),1
2021-03-03,961.750393670414,1006.572077071357,955.4703590572257,998.5009765625,31924461,0.0,0.0,RELIANCE,0.790123582205472,RELIANCE announces investment in green energy (Ref: 997),0
2021-03-04,988.480126250495,992.991762854271,978.368612759976,986.598388671875,21435754,0.0,0.0,RELIANCE,0.1944909156549708,New regulatory norms for energy sector impact RELIANCE (Ref: 321),1
2021-03-05,977.5977682721734,1002.9672532884404,976.260120871694,987.890625,25511666,0.0,0.0,RELIANCE,-0.16516373395907813,RELIANCE reaches new production milestone (Ref: 987),1
2021-03-08,983.2657240329895,1012.0132716669716,983.039044773577,993.5133056640625,19506841,0.0,0.0,RELIANCE,-0.25218253530962365,RELIANCE announces investment in green energy (Ref: 472),0
2021-03-09,997.5487577867862,1003.8061245628406,973.3355758572837,993.4905395507812,15154484,0.0,0.0,RELIANCE,-0.44740220463522107,RELIANCE announces investment in green energy (Ref: 610),0
2021-03-10,1000.7227465962088,1004.3955499162571,984.0591241137868,989.3642578125,11519358,0.0,0.0,RELIANCE,0.5719813600340602,RELIANCE announces investment in green energy (Ref: 589),0
2021-03-12,995.2816784252693,1000.4508052727284,963.0427293609322,969.2547607421875,16864952,0.0,0.0,RELIANCE,-0.33213934511569865,RELIANCE reaches new production milestone (Ref: 989),0
2021-03-15,970.3655452396614,974.378367439583,943.3636702802955,956.2411499023438,16698099,0.0,0.0,RELIANCE,-0.7287321886809788,Global oil prices impact RELIANCE refining margins (Ref: 365),0
2021-03-16,958.553685547253,963.9948870594851,950.165234013291,952.4777221679688,13873801,0.0,0.0,RELIANCE,0.6631308828690661,New regulatory norms for energy sector impact RELIANCE (Ref: 403),0
2021-03-17,951.321487384943,953.5659717866566,922.7779520359184,931.9599609375,19210236,0.0,0.0,RELIANCE,0.36024389622279607,New regulatory norms for energy sector impact RELIANCE (Ref: 386),0
2021-03-18,939.9177225056251,945.3135885679565,907.3160267693697,910.9888305664062,20647480,0.0,0.0,RELIANCE,-0.14151599659737268,RELIANCE reaches new production milestone (Ref: 830),1
2021-03-19,902.7816639429236,950.3239190123003,899.0635245309819,944.0438842773438,41787429,0.0,0.0,RELIANCE,-0.06515492340461893,RELIANCE announces investment in green energy (Ref: 783),0
2021-03-22,939.0561589834671,940.4164143959771,921.9164490477823,935.1566162109375,18572478,0.0,0.0,RELIANCE,-0.43996649333287546,RELIANCE reaches new production milestone (Ref: 360),1
2021-03-23,934.9526119187763,956.6039587366939,932.2547090305418,946.5377807617188,17421165,0.0,0.0,RELIANCE,-0.1608935841301531,RELIANCE announces investment in green energy (Ref: 924),0
2021-03-24,943.0236364808284,943.0236364808284,925.1811610696235,928.309814453125,16822814,0.0,0.0,RELIANCE,0.7157425661896164,Global oil prices impact RELIANCE refining margins (Ref: 717),0
2021-03-25,931.3477881428614,931.3477881428614,900.0610147041692,902.9856567382812,22001648,0.0,0.0,RELIANCE,-0.2505321971773826,RELIANCE announces investment in green energy (Ref: 652),1
2021-03-26,912.3036747318539,913.0745041101142,894.937285828174,904.4366455078125,20180202,0.0,0.0,RELIANCE,-0.2286477562731134,New regulatory norms for energy sector impact RELIANCE (Ref: 851),1
2021-03-30,910.4899154033928,929.0352757477536,903.0309690022071,920.1480102539062,20441701,0.0,0.0,RELIANCE,-0.12346403041393827,Global oil prices impact RELIANCE refining margins (Ref: 579),0
2021-03-31,915.0243084377211,929.4887232737643,906.40905776399,908.2681274414062,16250796,0.0,0.0,RELIANCE,0.6511382286117164,RELIANCE reaches new production milestone (Ref: 107),1
2021-04-01,915.0242884490825,920.465429845356,908.2907755247039,916.7699584960938,11723312,0.0,0.0,RELIANCE,-0.7289466181841555,Global oil prices impact RELIANCE refining margins (Ref: 814),0
2021-04-05,918.1756272004715,918.1982951252521,889.677488179083,903.5071411132812,14875099,0.0,0.0,RELIANCE,-0.7025560221949603,RELIANCE announces investment in green energy (Ref: 997),0
2021-04-06,908.6762538058488,909.1070043382359,892.8061280725167,899.74365234375,14009194,0.0,0.0,RELIANCE,0.29197822705349674,New regulatory norms for energy sector impact RELIANCE (Ref: 321),1
2021-04-07,906.8625335398098,928.1284651595439,903.8245518752842,908.15478515625,24266353,0.0,0.0,RELIANCE,-0.2686964557498005,RELIANCE reaches new production milestone (Ref: 987),1
2021-04-08,911.850225266319,916.8379481306634,903.6884533297169,909.288330078125,15369188,0.0,0.0,RELIANCE,-0.798729817817304,RELIANCE announces investment in green energy (Ref: 472),0
2021-04-09,906.159790104371,909.7418622564089,897.7939458378843,898.7235107421875,14037885,0.0,0.0,RELIANCE,0.26227069787873125,RELIANCE announces investment in green energy (Ref: 610),0
2021-04-12,888.271878488836,889.3601188333347,861.632807894605,866.5751953125,20901482,0.0,0.0,RELIANCE,-0.5593574315511761,RELIANCE announces investment in green energy (Ref: 589),1
2021-04-13,872.4017415275625,879.9287521472845,869.6131669055775,875.9385375976562,19411189,0.0,0.0,RELIANCE,0.4092129713996209,RELIANCE reaches new production milestone (Ref: 989),1
2021-04-15,873.4445516203328,889.1786089267097,867.4139245804644,881.6063232421875,19723716,0.0,0.0,RELIANCE,0.3079255181905549,Global oil prices impact RELIANCE refining margins (Ref: 365),0
2021-04-16,878.1149969863354,884.1456245317884,873.5126286216039,876.0745239257812,15656948,0.0,0.0,RELIANCE,0.22190663701287372,New regulatory norms for energy sector impact RELIANCE (Ref: 403),0
2021-04-19,863.3331266419872,868.9556716698464,856.985088064207,862.2902221679688,18478808,0.0,0.0,RELIANCE,0.44693723559279563,New regulatory norms for energy sector impact RELIANCE (Ref: 386),0
2021-04-20,866.2803326796494,870.134479220808,857.1890564398374,862.040771484375,17203668,0.0,0.0,RELIANCE,-0.476629157581856,RELIANCE reaches new production milestone (Ref: 830),1
2021-04-22,858.0052836359382,868.0714611843059,850.9544197704057,864.4213256835938,14490954,0.0,0.0,RELIANCE,0.2780501005956846,RELIANCE announces investment in green energy (Ref: 783),0
2021-04-23,864.2400438171045,870.0892682363567,859.4109960022909,863.4918823242188,11828857,0.0,0.0,RELIANCE,0.005366730642996642,RELIANCE reaches new production milestone (Ref: 360),1
2021-04-26,870.5879935892407,889.6321078230069,866.7337869207527,878.6817016601562,20846778,0.0,0.0,RELIANCE,-0.6976434905307155,RELIANCE announces investment in green energy (Ref: 924),1
2021-04-27,879.6566357896455,905.592879224886,878.8631384956852,901.716064453125,19992524,0.0,0.0,RELIANCE,-0.0632765159643558,Global oil prices impact RELIANCE refining margins (Ref: 717),1
2021-04-28,905.8876517747103,910.4899602170952,897.861946907099,905.6382446289062,17122437,0.0,0.0,RELIANCE,0.7148474581705271,RELIANCE announces investment in green energy (Ref: 652),1
2021-04-29,917.2460958998795,927.0402589004967,910.1726236848527,917.767578125,17412606,0.0,0.0,RELIANCE,0.036683371562515665,New regulatory norms for energy sector impact RELIANCE (Ref: 851),0
2021-04-30,910.7166908105166,923.1860285256435,901.2173310194296,904.36865234375,19828769,0.0,0.0,RELIANCE,0.549254488663826,Global oil prices impact RELIANCE refining margins (Ref: 579),0
2021-05-03,891.4458771331132,897.340497401844,881.0623478526642,888.2945556640625,23640186,0.0,0.0,RELIANCE,-0.2207440628282502,RELIANCE reaches new production milestone (Ref: 107),0
2021-05-04,884.1910203527071,892.2621215061423,866.5072191354321,869.04638671875,21849830,0.0,0.0,RELIANCE,0.5456271581652812,Global oil prices impact RELIANCE refining margins (Ref: 814),1
2021-05-05,872.1070167804479,878.9764773257763,865.1694924935965,870.6333618164062,12393609,0.0,0.0,RELIANCE,0.4649220973443531,RELIANCE announces investment in green energy (Ref: 997),1
2021-05-06,871.4268548191382,877.3894784194164,864.5119984908221,875.5757446289062,14624666,0.0,0.0,RELIANCE,0.5747294243904435,New regulatory norms for energy sector impact RELIANCE (Ref: 321),1
2021-05-07,878.6364032493998,886.7528395578353,873.3086014127246,875.9158325195312,12288548,0.0,0.0,RELIANCE,-0.6620617674206616,RELIANCE reaches new production milestone (Ref: 987),0
2021-05-10,879.2032403073009,882.7399763357812,871.0188000480982,873.3992919921875,13941237,0.0,0.0,RELIANCE,0.2604331166788856,RELIANCE announces investment in green energy (Ref: 472),1
2021-05-11,868.320883202796,878.9991548596583,866.0536709526697,876.5506591796875,13478264,0.0,0.0,RELIANCE,0.17336020692907872,RELIANCE announces investment in green energy (Ref: 610),0
2021-05-12,875.1676804843173,876.4372641804301,864.6934200952072,867.4819946289062,13177961,0.0,0.0,RELIANCE,-0.4721367051457486,RELIANCE announces investment in green energy (Ref: 589),1
2021-05-14,874.2381482108096,880.563518938135,864.2400338075389,878.4324340820312,13291616,0.0,0.0,RELIANCE,-0.5055924377871742,RELIANCE reaches new production milestone (Ref: 989),1
2021-05-17,878.4324402760395,890.2896245106193,875.3037267948372,888.884033203125,11873078,0.0,0.0,RELIANCE,-0.28030110696496835,Global oil prices impact RELIANCE refining margins (Ref: 365),1
2021-05-18,898.2473602910601,908.0414631541172,894.3931533556103,901.398681640625,12064918,0.0,0.0,RELIANCE,-0.48890476053073206,New regulatory norms for energy sector impact RELIANCE (Ref: 403),1
2021-05-19,897.7938200130252,914.32143492012,894.1664125157001,905.5248413085938,16317002,0.0,0.0,RELIANCE,-0.7457758539652846,New regulatory norms for energy sector impact RELIANCE (Ref: 386),0
2021-05-20,905.9102510089941,911.8048706158811,898.2472934944823,900.2423706054688,11422532,0.0,0.0,RELIANCE,-0.2318975238877864,RELIANCE reaches new production milestone (Ref: 830),1
2021-05-21,903.2350870037179,911.2154560407943,900.5145161905418,908.018798828125,10785605,0.0,0.0,RELIANCE,0.1496436115060351,RELIANCE announces investment in green energy (Ref: 783),0
2021-05-24,910.4899555985552,911.3061808075764,898.7007755187158,900.3557739257812,8551760,0.0,0.0,RELIANCE,-0.32339259986262586,RELIANCE reaches new production milestone (Ref: 360),0
2021-05-25,905.2301950520241,905.5022701330101,888.7253062731775,890.1536254882812,14780102,0.0,0.0,RELIANCE,-0.15254540180197118,RELIANCE announces investment in green energy (Ref: 924),1
2021-05-26,895.5267109206686,897.5671839561246,891.1284738713696,893.2822265625,7480204,0.0,0.0,RELIANCE,0.22963502638357003,Global oil prices impact RELIANCE refining margins (Ref: 717),1
2021-05-27,893.3956745411289,903.6885320706949,889.7455387788042,896.0255737304688,26819294,0.0,0.0,RELIANCE,0.34765589283754483,RELIANCE announces investment in green energy (Ref: 652),1
2021-05-28,902.3282518740783,954.472815743996,902.3282518740783,949.8478393554688,56469931,0.0,0.0,RELIANCE,-0.5942847811766745,New regulatory norms for energy sector impact RELIANCE (Ref: 851),1
2021-05-31,953.1124880356037,993.7852821100847,945.4268620793822,979.5475463867188,59124142,0.0,0.0,RELIANCE,-0.006317415854403818,Global oil prices impact RELIANCE refining margins (Ref: 579),1
2021-06-01,982.1321030027278,998.4556475299046,973.2901730558312,983.4470825195312,28013832,0.0,0.0,RELIANCE,0.5000327886273495,RELIANCE reaches new production milestone (Ref: 107),1
2021-06-02,978.0512481274061,1001.856407995626,978.0512481274061,998.1156005859375,24630162,0.0,0.0,RELIANCE,0.4644782634919504,Global oil prices impact RELIANCE refining margins (Ref: 814),1
2021-06-03,1007.0707759680465,1020.220331233519,995.7804103170117,1001.9243774414062,23974257,0.0,0.0,RELIANCE,-0.22057485274626287,RELIANCE announces investment in green energy (Ref: 997),0
2021-06-04,1004.2595618006808,1005.007723278059,990.4072405064371,993.2412109375,14468646,0.0,0.0,RELIANCE,-0.24228067781790041,New regulatory norms for energy sector impact RELIANCE (Ref: 321),1
2021-06-07,998.4556127916534,1016.5928305525485,990.747259262441,1009.9727172851562,16336573,0.0,0.0,RELIANCE,0.10869114305476124,RELIANCE reaches new production milestone (Ref: 987),0
2021-06-08,1009.6100245190582,1009.8593716828784,996.7098768905071,1004.1688232421875,9674735,0.0,0.0,RELIANCE,0.08876129569707525,RELIANCE announces investment in green energy (Ref: 472),0
2021-06-09,1006.1639653966724,1007.0708023507111,978.4819907883092,986.2130126953125,11409161,0.0,0.0,RELIANCE,0.36224847817650896,RELIANCE announces investment in green energy (Ref: 610),1
2021-06-10,994.5561020859403,1011.1517216348074,987.3692305170946,989.8404541015625,14155653,0.0,0.0,RELIANCE,0.29093679006874473,RELIANCE announces investment in green energy (Ref: 589),1
2021-06-11,993.24581569042,1013.766875641892,991.9717457006176,1007.0098876953125,13762778,3.5,0.0,RELIANCE,-0.2912765002226875,RELIANCE reaches new production milestone (Ref: 989),1
2021-06-14,1007.8515792569079,1027.530819009634,998.7740423359074,1021.4564208984375,20332436,0.0,0.0,RELIANCE,0.07694871052423302,Global oil prices impact RELIANCE refining margins (Ref: 365),1
2021-06-15,1028.7822100785202,1035.106825043558,1019.3634081270661,1023.7770385742188,15174215,0.0,0.0,RELIANCE,0.4838868202829476,New regulatory norms for energy sector impact RELIANCE (Ref: 403),0
2021-06-16,1021.4564397057088,1022.4346788679379,1003.6881840170562,1006.3045043945312,10797349,0.0,0.0,RELIANCE,-0.5289306011172066,New regulatory norms for energy sector impact RELIANCE (Ref: 386),1
2021-06-17,1001.0264608448158,1016.9519142263862,991.8807422543711,1008.1473999023438,15745975,0.0,0.0,RELIANCE,0.5884139969086204,RELIANCE reaches new production milestone (Ref: 830),1
2021-06-18,1012.6292078814683,1016.9518504435479,993.9054594499104,1012.6974487304688,29369026,0.0,0.0,RELIANCE,-0.6818649057558956,RELIANCE announces investment in green energy (Ref: 783),1
2021-06-21,1002.6189877915085,1022.6394327555987,1001.0947014517697,1017.9755859375,12186448,0.0,0.0,RELIANCE,0.2669513053910162,RELIANCE reaches new production milestone (Ref: 360),0
2021-06-22,1025.596992217332,1028.7821668704214,1009.8308290128952,1012.742919921875,12871913,0.0,0.0,RELIANCE,-0.772703763594164,RELIANCE announces investment in green energy (Ref: 924),0
2021-06-23,1023.777092514532,1024.0500559302593,1001.7999870984139,1003.4608154296875,16653951,0.0,0.0,RELIANCE,-0.39328490942609484,Global oil prices impact RELIANCE refining margins (Ref: 717),0
2021-06-24,1004.1432535343797,1007.669572262773,973.7257080355693,979.8683471679688,91461975,0.0,0.0,RELIANCE,0.3090938024861436,RELIANCE announces investment in green energy (Ref: 652),0
2021-06-25,979.868355835384,979.868355835384,946.9254774381874,957.5499877929688,55355022,0.0,0.0,RELIANCE,-0.324848170152476,New regulatory norms for energy sector impact RELIANCE (Ref: 851),0
2021-06-28,965.535542609245,967.5830690553377,946.8800342020979,949.1550903320312,20277042,0.0,0.0,RELIANCE,0.026117895313329753,Global oil prices impact RELIANCE refining margins (Ref: 579),1
2021-06-29,950.7476377872767,959.6203929887992,948.2906059997632,949.97412109375,27144063,0.0,0.0,RELIANCE,-0.6864718691785665,RELIANCE reaches new production milestone (Ref: 107),1
2021-06-30,953.8189497184267,965.8312654969786,951.4529057551116,960.3711547851562,19762858,0.0,0.0,RELIANCE,-0.2598816132253744,Global oil prices impact RELIANCE refining margins (Ref: 814),0
2021-07-01,963.715500911565,966.0587979305755,953.2502184775107,954.592529296875,12534407,0.0,0.0,RELIANCE,-0.775356151193991,RELIANCE announces investment in green energy (Ref: 997),1
2021-07-02,954.1602048328318,970.4951632609226,952.317400936898,968.7433471679688,14086620,0.0,0.0,RELIANCE,-0.04096908618209538,New regulatory norms for energy sector impact RELIANCE (Ref: 321),1
2021-07-05,972.1104477919255,979.8911687487861,969.8581385815543,978.3668823242188,11702287,0.0,0.0,RELIANCE,-0.4642365714472776,RELIANCE reaches new production milestone (Ref: 987),0
2021-07-06,975.9780960314433,977.775345876362,964.7165499262375,966.8095703125,10070124,0.0,0.0,RELIANCE,0.35802564144928395,RELIANCE announces investment in green energy (Ref: 472),0
2021-07-07,968.1518891821571,968.1518891821571,954.6152867923088,960.09814453125,10454892,0.0,0.0,RELIANCE,0.027501619586296933,RELIANCE announces investment in green energy (Ref: 610),0
2021-07-08,963.2377120648708,963.2377120648708,946.880007204719,952.1581420898438,11185460,0.0,0.0,RELIANCE,0.6500610065174894,RELIANCE announces investment in green energy (Ref: 589),0
2021-07-09,950.0650773140198,951.7486525291566,940.1003484340649,942.4208984375,9037675,0.0,0.0,RELIANCE,-0.42735362745175487,RELIANCE reaches new production milestone (Ref: 989),1
2021-07-12,946.3112426024383,956.2077909534229,943.9224517127791,948.2905883789062,8585292,0.0,0.0,RELIANCE,-0.01906435422017727,Global oil prices impact RELIANCE refining margins (Ref: 365),1
2021-07-13,955.525214607773,956.9130192420056,950.0877909959721,955.3887329101562,6717133,0.0,0.0,RELIANCE,-0.22259480620194982,New regulatory norms for energy sector impact RELIANCE (Ref: 403),0
2021-07-14,955.6844881859736,958.6420731903104,946.9937689554591,949.1550903320312,8532544,0.0,0.0,RELIANCE,-0.15078526087877564,New regulatory norms for energy sector impact RELIANCE (Ref: 386),0
2021-07-15,953.2502049164673,953.2502049164673,945.7425076403309,947.4943237304688,9448356,0.0,0.0,RELIANCE,0.569097664275616,RELIANCE reaches new production milestone (Ref: 830),1
2021-07-16,949.951306958421,962.2366455584815,949.8830661097808,961.1673583984375,8828185,0.0,0.0,RELIANCE,0.34005202283924296,RELIANCE announces investment in green energy (Ref: 783),0
2021-07-19,955.5252925444601,966.4455743808566,951.9989734743655,955.0475463867188,8354449,0.0,0.0,RELIANCE,0.016579245058092718,RELIANCE reaches new production milestone (Ref: 360),0
2021-07-20,955.2976750301373,959.1653183707836,948.2450375383125,952.7041015625,6741464,0.0,0.0,RELIANCE,-0.3188781313086546,RELIANCE announces investment in green energy (Ref: 924),1
2021-07-22,964.1704530749702,966.4000152300578,954.683470529445,964.9439697265625,7972397,0.0,0.0,RELIANCE,-0.6004191558461589,Global oil prices impact RELIANCE refining margins (Ref: 717),0
2021-07-23,971.2004383163171,971.2004383163171,956.4580071605648,958.1188354492188,9937030,0.0,0.0,RELIANCE,0.7630292094023681,RELIANCE announces investment in green energy (Ref: 652),0
2021-07-26,959.1653356602167,965.0804452589716,942.3753787545852,944.99169921875,12389668,0.0,0.0,RELIANCE,0.25032732573835603,New regulatory norms for energy sector impact RELIANCE (Ref: 851),0
2021-07-27,944.9689777697635,948.1085383406385,929.1345728588083,935.0496826171875,10824523,0.0,0.0,RELIANCE,-0.03213239737763285,Global oil prices impact RELIANCE refining margins (Ref: 579),0
2021-07-28,936.414732655119,936.414732655119,917.4179602018662,927.0187377929688,12897848,0.0,0.0,RELIANCE,0.06787255936194359,RELIANCE reaches new production milestone (Ref: 107),1
2021-07-29,934.5946824013536,943.8769425785124,929.7715466212894,934.25341796875,13765738,0.0,0.0,RELIANCE,-0.6132476885739309,Global oil prices impact RELIANCE refining margins (Ref: 814),0
2021-07-30,936.4146770615433,940.9420420087474,924.174832733627,926.0859375,11350608,0.0,0.0,RELIANCE,0.5448123061114998,RELIANCE announces investment in green energy (Ref: 997),1
2021-08-02,934.7312372274596,946.1520117827725,928.7478263645152,943.012451171875,10925104,0.0,0.0,RELIANCE,-0.04478623318659891,New regulatory norms for energy sector impact RELIANCE (Ref: 321),1
2021-08-03,950.9750871922383,951.4300863540562,939.2357958963441,949.9512939453125,11817299,0.0,0.0,RELIANCE,-0.5851805992322641,RELIANCE reaches new production milestone (Ref: 987),1
2021-08-04,952.9772263092809,961.8954756587327,949.6101358514545,957.2316284179688,13169800,0.0,0.0,RELIANCE,0.3308518117311159,RELIANCE announces investment in green energy (Ref: 472),1
2021-08-05,962.0318984025091,980.4598768953389,957.4590392491626,971.1094360351562,21252078,0.0,0.0,RELIANCE,0.7592582833408286,RELIANCE announces investment in green energy (Ref: 610),0
2021-08-06,969.1528000617284,976.8880266163,945.8561927770681,950.5428466796875,16620987,0.0,0.0,RELIANCE,-0.08821665038620397,RELIANCE announces investment in green energy (Ref: 589),0
2021-08-09,946.8799898333923,950.8841149123823,940.2822912594686,945.128173828125,7494143,0.0,0.0,RELIANCE,-0.06346464671707697,RELIANCE reaches new production milestone (Ref: 989),1
2021-08-10,947.3349664779623,961.4403616289129,943.5811181110125,950.0877685546875,11919198,0.0,0.0,RELIANCE,0.2435939143291712,Global oil prices impact RELIANCE refining margins (Ref: 365),1
2021-08-11,954.1374592617027,964.6254885296094,947.9720727670094,963.39697265625,9184963,0.0,0.0,RELIANCE,-0.650707225186919,New regulatory norms for energy sector impact RELIANCE (Ref: 403),0
2021-08-12,966.8550623942889,967.4466034758628,957.8003316249841,960.3029174804688,8137612,0.0,0.0,RELIANCE,0.30183569960583556,New regulatory norms for energy sector impact RELIANCE (Ref: 386),1
2021-08-13,963.3969420853272,978.2303606065249,959.5975996548036,976.2965087890625,12780901,0.0,0.0,RELIANCE,-0.5481336378347722,RELIANCE reaches new production milestone (Ref: 830),1
2021-08-16,977.9800453155041,1002.3914332731313,968.3337742680684,988.9685668945312,21935444,0.0,0.0,RELIANCE,0.4650591317738122,RELIANCE announces investment in green energy (Ref: 783),0
2021-08-17,986.8528461084586,994.2922421974579,977.2975624086582,984.759765625,12658169,0.0,0.0,RELIANCE,-0.3985984623743406,RELIANCE reaches new production milestone (Ref: 360),1
2021-08-18,989.1961972236583,995.0203194571639,979.4589373887336,988.5819091796875,10075860,0.0,0.0,RELIANCE,0.7364067895120727,RELIANCE announces investment in green energy (Ref: 924),0
2021-08-20,975.090702319037,988.2860390419917,972.3606471777291,977.4795532226562,9426282,0.0,0.0,RELIANCE,-0.4964452503837302,Global oil prices impact RELIANCE refining margins (Ref: 717),1
2021-08-23,989.1961455676026,989.1961455676026,970.2221199980743,983.895263671875,9854395,0.0,0.0,RELIANCE,0.6191323993531739,RELIANCE announces investment in green energy (Ref: 652),1
2021-08-24,985.123805492856,997.3863978639248,980.8239096504693,993.6098022460938,11864472,0.0,0.0,RELIANCE,-0.42755010861748577,New regulatory norms for energy sector impact RELIANCE (Ref: 851),1
2021-08-25,994.3833180171741,1010.1267354530132,991.9717199859176,1002.20947265625,13380559,0.0,0.0,RELIANCE,0.37791723394916144,Global oil prices impact RELIANCE refining margins (Ref: 579),1
2021-08-26,1004.666525440298,1021.4564824929126,1003.3014677332652,1014.8815307617188,18589616,0.0,0.0,RELIANCE,-0.17591191502107473,RELIANCE reaches new production milestone (Ref: 107),0
2021-08-27,1017.8619111430866,1020.4782919319844,1008.3294342208058,1013.4937744140625,10480636,0.0,0.0,RELIANCE,-0.32728676748117425,Global oil prices impact RELIANCE refining margins (Ref: 814),1
2021-08-30,1023.7770080256,1035.5391065503322,1017.7708505413503,1032.990966796875,14027062,0.0,0.0,RELIANCE,-0.003129496382957342,RELIANCE announces investment in green energy (Ref: 997),0
2021-08-31,1036.016904489164,1039.1337183154053,1020.2507393885751,1027.4854736328125,26485463,0.0,0.0,RELIANCE,0.5012913854657943,New regulatory norms for energy sector impact RELIANCE (Ref: 321),1
2021-09-01,1034.242238504605,1043.296968181422,1029.6921267178896,1031.5576171875,11145486,0.0,0.0,RELIANCE,0.034794779949728905,RELIANCE reaches new production milestone (Ref: 987),1
2021-09-02,1026.052128476792,1050.0767599227504,1026.052128476792,1043.9796142578125,9956770,0.0,0.0,RELIANCE,-0.26449115056581807,RELIANCE announces investment in green energy (Ref: 472),1
2021-09-03,1051.0776557907193,1089.753727352986,1047.6651320377116,1086.796142578125,30664428,0.0,0.0,RELIANCE,-0.31360857640142026,RELIANCE announces investment in green energy (Ref: 610),1
2021-09-06,1097.944051619568,1128.4299004209945,1097.4889922462605,1103.67724609375,33641710,0.0,0.0,RELIANCE,-0.31075626015894076,RELIANCE announces investment in green energy (Ref: 589),1
2021-09-07,1105.6792381399396,1118.4195769224002,1097.4890117544835,1110.638916015625,17349882,0.0,0.0,RELIANCE,0.347132112470542,RELIANCE reaches new production milestone (Ref: 989),0
2021-09-08,1115.6895119598441,1116.5995103115172,1095.054658449374,1106.29345703125,14301651,0.0,0.0,RELIANCE,0.026020725715208193,Global oil prices impact RELIANCE refining margins (Ref: 365),0
2021-09-09,1104.7237261918483,1109.2510915570197,1099.35460328716,1103.67724609375,8963249,0.0,0.0,RELIANCE,-0.07128759773349747,New regulatory norms for energy sector impact RELIANCE (Ref: 403),0
2021-09-13,1107.0443192185294,1107.0443192185294,1077.4913349676583,1079.0838623046875,16311160,0.0,0.0,RELIANCE,0.08800580045120687,New regulatory norms for energy sector impact RELIANCE (Ref: 386),0
